id,original_id,split,target_prefix_ratio,visible_ratio,prefix_tokens,total_tokens,hidden_tokens,prefix_utterance,masked_utterance,full_utterance,full_label,label,label_source
deepseek3000-00580__p100,deepseek3000-00580,train,1.00,1.000000,10,10,0,I need advice on how to negotiate a salary raise.,I need advice on how to negotiate a salary raise.,I need advice on how to negotiate a salary raise.,chat,chat,complete_input
deepseek3000-02371__p020,deepseek3000-02371,train,0.20,0.200000,1,5,4,Do,Do <MASK> <MASK> <MASK> <MASK>,Do you support voice commands?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02371__p040,deepseek3000-02371,train,0.40,0.400000,2,5,3,Do you,Do you <MASK> <MASK> <MASK>,Do you support voice commands?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02371__p060,deepseek3000-02371,train,0.60,0.600000,3,5,2,Do you support,Do you support <MASK> <MASK>,Do you support voice commands?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02371__p080,deepseek3000-02371,train,0.80,0.800000,4,5,1,Do you support voice,Do you support voice <MASK>,Do you support voice commands?,chat,chat,high_ratio_no_motion_cue
deepseek3000-02371__p100,deepseek3000-02371,train,1.00,1.000000,5,5,0,Do you support voice commands?,Do you support voice commands?,Do you support voice commands?,chat,chat,complete_input
deepseek3000-01028__p020,deepseek3000-01028,train,0.20,0.222222,2,9,7,Pick up,Pick up <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Pick up the ball and hand it to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-01028__p040,deepseek3000-01028,train,0.40,0.444444,4,9,5,Pick up the ball,Pick up the ball <MASK> <MASK> <MASK> <MASK> <MASK>,Pick up the ball and hand it to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-01028__p060,deepseek3000-01028,train,0.60,0.666667,6,9,3,Pick up the ball and hand,Pick up the ball and hand <MASK> <MASK> <MASK>,Pick up the ball and hand it to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-01028__p080,deepseek3000-01028,train,0.80,0.888889,8,9,1,Pick up the ball and hand it to,Pick up the ball and hand it to <MASK>,Pick up the ball and hand it to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-01028__p100,deepseek3000-01028,train,1.00,1.000000,9,9,0,Pick up the ball and hand it to me.,Pick up the ball and hand it to me.,Pick up the ball and hand it to me.,motion_query,motion_query,complete_input
deepseek3000-01096__p020,deepseek3000-01096,train,0.20,0.333333,2,6,4,Bend forward,Bend forward <MASK> <MASK> <MASK> <MASK>,Bend forward and touch your toes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01096__p040,deepseek3000-01096,train,0.40,0.500000,3,6,3,Bend forward and,Bend forward and <MASK> <MASK> <MASK>,Bend forward and touch your toes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01096__p060,deepseek3000-01096,train,0.60,0.666667,4,6,2,Bend forward and touch,Bend forward and touch <MASK> <MASK>,Bend forward and touch your toes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01096__p080,deepseek3000-01096,train,0.80,0.833333,5,6,1,Bend forward and touch your,Bend forward and touch your <MASK>,Bend forward and touch your toes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01096__p100,deepseek3000-01096,train,1.00,1.000000,6,6,0,Bend forward and touch your toes.,Bend forward and touch your toes.,Bend forward and touch your toes.,motion_query,motion_query,complete_input
deepseek3000-01919__p020,deepseek3000-01919,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you speak in a different language?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01919__p040,deepseek3000-01919,train,0.40,0.428571,3,7,4,Can you speak,Can you speak <MASK> <MASK> <MASK> <MASK>,Can you speak in a different language?,chat,chat,text_cue_seen
deepseek3000-01919__p060,deepseek3000-01919,train,0.60,0.714286,5,7,2,Can you speak in a,Can you speak in a <MASK> <MASK>,Can you speak in a different language?,chat,chat,text_cue_seen
deepseek3000-01919__p080,deepseek3000-01919,train,0.80,0.857143,6,7,1,Can you speak in a different,Can you speak in a different <MASK>,Can you speak in a different language?,chat,chat,text_cue_seen
deepseek3000-01919__p100,deepseek3000-01919,train,1.00,1.000000,7,7,0,Can you speak in a different language?,Can you speak in a different language?,Can you speak in a different language?,chat,chat,complete_input
deepseek3000-00582__p020,deepseek3000-00582,train,0.20,0.250000,2,8,6,Tell me,Tell me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Tell me a joke to cheer me up.,chat,chat,text_cue_seen
deepseek3000-00582__p040,deepseek3000-00582,train,0.40,0.500000,4,8,4,Tell me a joke,Tell me a joke <MASK> <MASK> <MASK> <MASK>,Tell me a joke to cheer me up.,chat,chat,text_cue_seen
deepseek3000-00582__p060,deepseek3000-00582,train,0.60,0.625000,5,8,3,Tell me a joke to,Tell me a joke to <MASK> <MASK> <MASK>,Tell me a joke to cheer me up.,chat,chat,text_cue_seen
deepseek3000-00582__p080,deepseek3000-00582,train,0.80,0.875000,7,8,1,Tell me a joke to cheer me,Tell me a joke to cheer me <MASK>,Tell me a joke to cheer me up.,chat,chat,text_cue_seen
deepseek3000-00582__p100,deepseek3000-00582,train,1.00,1.000000,8,8,0,Tell me a joke to cheer me up.,Tell me a joke to cheer me up.,Tell me a joke to cheer me up.,chat,chat,complete_input
deepseek3000-01317__p020,deepseek3000-01317,train,0.20,0.200000,1,5,4,Tell,Tell <MASK> <MASK> <MASK> <MASK>,Tell me about your day.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01317__p040,deepseek3000-01317,train,0.40,0.400000,2,5,3,Tell me,Tell me <MASK> <MASK> <MASK>,Tell me about your day.,chat,chat,text_cue_seen
deepseek3000-01317__p060,deepseek3000-01317,train,0.60,0.600000,3,5,2,Tell me about,Tell me about <MASK> <MASK>,Tell me about your day.,chat,chat,text_cue_seen
deepseek3000-01317__p080,deepseek3000-01317,train,0.80,0.800000,4,5,1,Tell me about your,Tell me about your <MASK>,Tell me about your day.,chat,chat,text_cue_seen
deepseek3000-01317__p100,deepseek3000-01317,train,1.00,1.000000,5,5,0,Tell me about your day.,Tell me about your day.,Tell me about your day.,chat,chat,complete_input
deepseek3000-02309__p020,deepseek3000-02309,train,0.20,0.222222,2,9,7,Bring me,Bring me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Bring me the remote control from the coffee table.,motion_query,motion_query,motion_cue_seen
deepseek3000-02309__p040,deepseek3000-02309,train,0.40,0.444444,4,9,5,Bring me the remote,Bring me the remote <MASK> <MASK> <MASK> <MASK> <MASK>,Bring me the remote control from the coffee table.,motion_query,motion_query,motion_cue_seen
deepseek3000-02309__p060,deepseek3000-02309,train,0.60,0.666667,6,9,3,Bring me the remote control from,Bring me the remote control from <MASK> <MASK> <MASK>,Bring me the remote control from the coffee table.,motion_query,motion_query,motion_cue_seen
deepseek3000-02309__p080,deepseek3000-02309,train,0.80,0.888889,8,9,1,Bring me the remote control from the coffee,Bring me the remote control from the coffee <MASK>,Bring me the remote control from the coffee table.,motion_query,motion_query,motion_cue_seen
deepseek3000-02309__p100,deepseek3000-02309,train,1.00,1.000000,9,9,0,Bring me the remote control from the coffee table.,Bring me the remote control from the coffee table.,Bring me the remote control from the coffee table.,motion_query,motion_query,complete_input
deepseek3000-02388__p020,deepseek3000-02388,train,0.20,0.200000,1,5,4,How,How <MASK> <MASK> <MASK> <MASK>,How is your day going?,chat,chat,text_cue_seen
deepseek3000-02388__p040,deepseek3000-02388,train,0.40,0.400000,2,5,3,How is,How is <MASK> <MASK> <MASK>,How is your day going?,chat,chat,text_cue_seen
deepseek3000-02388__p060,deepseek3000-02388,train,0.60,0.600000,3,5,2,How is your,How is your <MASK> <MASK>,How is your day going?,chat,chat,text_cue_seen
deepseek3000-02388__p080,deepseek3000-02388,train,0.80,0.800000,4,5,1,How is your day,How is your day <MASK>,How is your day going?,chat,chat,text_cue_seen
deepseek3000-02388__p100,deepseek3000-02388,train,1.00,1.000000,5,5,0,How is your day going?,How is your day going?,How is your day going?,chat,chat,complete_input
deepseek3000-00627__p020,deepseek3000-00627,train,0.20,0.200000,1,5,4,What,What <MASK> <MASK> <MASK> <MASK>,What time is the sunset?,chat,chat,text_cue_seen
deepseek3000-00627__p040,deepseek3000-00627,train,0.40,0.400000,2,5,3,What time,What time <MASK> <MASK> <MASK>,What time is the sunset?,chat,chat,text_cue_seen
deepseek3000-00627__p060,deepseek3000-00627,train,0.60,0.600000,3,5,2,What time is,What time is <MASK> <MASK>,What time is the sunset?,chat,chat,text_cue_seen
deepseek3000-00627__p080,deepseek3000-00627,train,0.80,0.800000,4,5,1,What time is the,What time is the <MASK>,What time is the sunset?,chat,chat,text_cue_seen
deepseek3000-00627__p100,deepseek3000-00627,train,1.00,1.000000,5,5,0,What time is the sunset?,What time is the sunset?,What time is the sunset?,chat,chat,complete_input
deepseek3000-02279__p020,deepseek3000-02279,train,0.20,0.250000,2,8,6,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you help me plan a healthy meal?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02279__p040,deepseek3000-02279,train,0.40,0.500000,4,8,4,Can you help me,Can you help me <MASK> <MASK> <MASK> <MASK>,Can you help me plan a healthy meal?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02279__p060,deepseek3000-02279,train,0.60,0.625000,5,8,3,Can you help me plan,Can you help me plan <MASK> <MASK> <MASK>,Can you help me plan a healthy meal?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02279__p080,deepseek3000-02279,train,0.80,0.875000,7,8,1,Can you help me plan a healthy,Can you help me plan a healthy <MASK>,Can you help me plan a healthy meal?,chat,chat,high_ratio_no_motion_cue
deepseek3000-02279__p100,deepseek3000-02279,train,1.00,1.000000,8,8,0,Can you help me plan a healthy meal?,Can you help me plan a healthy meal?,Can you help me plan a healthy meal?,chat,chat,complete_input
deepseek3000-02255__p020,deepseek3000-02255,train,0.20,0.333333,2,6,4,What book,What book <MASK> <MASK> <MASK> <MASK>,What book should I read next?,chat,chat,text_cue_seen
deepseek3000-02255__p040,deepseek3000-02255,train,0.40,0.500000,3,6,3,What book should,What book should <MASK> <MASK> <MASK>,What book should I read next?,chat,chat,text_cue_seen
deepseek3000-02255__p060,deepseek3000-02255,train,0.60,0.666667,4,6,2,What book should I,What book should I <MASK> <MASK>,What book should I read next?,chat,chat,text_cue_seen
deepseek3000-02255__p080,deepseek3000-02255,train,0.80,0.833333,5,6,1,What book should I read,What book should I read <MASK>,What book should I read next?,chat,chat,text_cue_seen
deepseek3000-02255__p100,deepseek3000-02255,train,1.00,1.000000,6,6,0,What book should I read next?,What book should I read next?,What book should I read next?,chat,chat,complete_input
deepseek3000-00734__p020,deepseek3000-00734,train,0.20,0.333333,2,6,4,Gesture thumbs,Gesture thumbs <MASK> <MASK> <MASK> <MASK>,Gesture thumbs up if you agree.,motion_query,motion_query,motion_cue_seen
deepseek3000-00734__p040,deepseek3000-00734,train,0.40,0.500000,3,6,3,Gesture thumbs up,Gesture thumbs up <MASK> <MASK> <MASK>,Gesture thumbs up if you agree.,motion_query,motion_query,motion_cue_seen
deepseek3000-00734__p060,deepseek3000-00734,train,0.60,0.666667,4,6,2,Gesture thumbs up if,Gesture thumbs up if <MASK> <MASK>,Gesture thumbs up if you agree.,motion_query,motion_query,motion_cue_seen
deepseek3000-00734__p080,deepseek3000-00734,train,0.80,0.833333,5,6,1,Gesture thumbs up if you,Gesture thumbs up if you <MASK>,Gesture thumbs up if you agree.,motion_query,motion_query,motion_cue_seen
deepseek3000-00734__p100,deepseek3000-00734,train,1.00,1.000000,6,6,0,Gesture thumbs up if you agree.,Gesture thumbs up if you agree.,Gesture thumbs up if you agree.,motion_query,motion_query,complete_input
deepseek3000-00909__p020,deepseek3000-00909,train,0.20,0.333333,2,6,4,Lead me,Lead me <MASK> <MASK> <MASK> <MASK>,Lead me to the conference room.,motion_query,wait,motion_cue_not_seen
deepseek3000-00909__p040,deepseek3000-00909,train,0.40,0.500000,3,6,3,Lead me to,Lead me to <MASK> <MASK> <MASK>,Lead me to the conference room.,motion_query,wait,motion_cue_not_seen
deepseek3000-00909__p060,deepseek3000-00909,train,0.60,0.666667,4,6,2,Lead me to the,Lead me to the <MASK> <MASK>,Lead me to the conference room.,motion_query,wait,motion_cue_not_seen
deepseek3000-00909__p080,deepseek3000-00909,train,0.80,0.833333,5,6,1,Lead me to the conference,Lead me to the conference <MASK>,Lead me to the conference room.,motion_query,wait,motion_cue_not_seen
deepseek3000-00909__p100,deepseek3000-00909,train,1.00,1.000000,6,6,0,Lead me to the conference room.,Lead me to the conference room.,Lead me to the conference room.,motion_query,motion_query,complete_input
deepseek3000-00835__p020,deepseek3000-00835,train,0.20,0.250000,2,8,6,What is,What is <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What is the difference between RAM and ROM?,chat,chat,text_cue_seen
deepseek3000-00835__p040,deepseek3000-00835,train,0.40,0.500000,4,8,4,What is the difference,What is the difference <MASK> <MASK> <MASK> <MASK>,What is the difference between RAM and ROM?,chat,chat,text_cue_seen
deepseek3000-00835__p060,deepseek3000-00835,train,0.60,0.625000,5,8,3,What is the difference between,What is the difference between <MASK> <MASK> <MASK>,What is the difference between RAM and ROM?,chat,chat,text_cue_seen
deepseek3000-00835__p080,deepseek3000-00835,train,0.80,0.875000,7,8,1,What is the difference between RAM and,What is the difference between RAM and <MASK>,What is the difference between RAM and ROM?,chat,chat,text_cue_seen
deepseek3000-00835__p100,deepseek3000-00835,train,1.00,1.000000,8,8,0,What is the difference between RAM and ROM?,What is the difference between RAM and ROM?,What is the difference between RAM and ROM?,chat,chat,complete_input
deepseek3000-02959__p020,deepseek3000-02959,train,0.20,0.250000,2,8,6,Bring me,Bring me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Bring me the blue mug from the kitchen.,motion_query,motion_query,motion_cue_seen
deepseek3000-02959__p040,deepseek3000-02959,train,0.40,0.500000,4,8,4,Bring me the blue,Bring me the blue <MASK> <MASK> <MASK> <MASK>,Bring me the blue mug from the kitchen.,motion_query,motion_query,motion_cue_seen
deepseek3000-02959__p060,deepseek3000-02959,train,0.60,0.625000,5,8,3,Bring me the blue mug,Bring me the blue mug <MASK> <MASK> <MASK>,Bring me the blue mug from the kitchen.,motion_query,motion_query,motion_cue_seen
deepseek3000-02959__p080,deepseek3000-02959,train,0.80,0.875000,7,8,1,Bring me the blue mug from the,Bring me the blue mug from the <MASK>,Bring me the blue mug from the kitchen.,motion_query,motion_query,motion_cue_seen
deepseek3000-02959__p100,deepseek3000-02959,train,1.00,1.000000,8,8,0,Bring me the blue mug from the kitchen.,Bring me the blue mug from the kitchen.,Bring me the blue mug from the kitchen.,motion_query,motion_query,complete_input
deepseek3000-02612__p020,deepseek3000-02612,train,0.20,0.333333,2,6,4,What are,What are <MASK> <MASK> <MASK> <MASK>,What are the ingredients for pancakes?,chat,chat,text_cue_seen
deepseek3000-02612__p040,deepseek3000-02612,train,0.40,0.500000,3,6,3,What are the,What are the <MASK> <MASK> <MASK>,What are the ingredients for pancakes?,chat,chat,text_cue_seen
deepseek3000-02612__p060,deepseek3000-02612,train,0.60,0.666667,4,6,2,What are the ingredients,What are the ingredients <MASK> <MASK>,What are the ingredients for pancakes?,chat,chat,text_cue_seen
deepseek3000-02612__p080,deepseek3000-02612,train,0.80,0.833333,5,6,1,What are the ingredients for,What are the ingredients for <MASK>,What are the ingredients for pancakes?,chat,chat,text_cue_seen
deepseek3000-02612__p100,deepseek3000-02612,train,1.00,1.000000,6,6,0,What are the ingredients for pancakes?,What are the ingredients for pancakes?,What are the ingredients for pancakes?,chat,chat,complete_input
deepseek3000-01428__p020,deepseek3000-01428,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you tell me a short story?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01428__p040,deepseek3000-01428,train,0.40,0.428571,3,7,4,Can you tell,Can you tell <MASK> <MASK> <MASK> <MASK>,Can you tell me a short story?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01428__p060,deepseek3000-01428,train,0.60,0.714286,5,7,2,Can you tell me a,Can you tell me a <MASK> <MASK>,Can you tell me a short story?,chat,chat,text_cue_seen
deepseek3000-01428__p080,deepseek3000-01428,train,0.80,0.857143,6,7,1,Can you tell me a short,Can you tell me a short <MASK>,Can you tell me a short story?,chat,chat,text_cue_seen
deepseek3000-01428__p100,deepseek3000-01428,train,1.00,1.000000,7,7,0,Can you tell me a short story?,Can you tell me a short story?,Can you tell me a short story?,chat,chat,complete_input
deepseek3000-01556__p020,deepseek3000-01556,train,0.20,0.285714,2,7,5,What are,What are <MASK> <MASK> <MASK> <MASK> <MASK>,What are your thoughts on artificial intelligence?,chat,chat,text_cue_seen
deepseek3000-01556__p040,deepseek3000-01556,train,0.40,0.428571,3,7,4,What are your,What are your <MASK> <MASK> <MASK> <MASK>,What are your thoughts on artificial intelligence?,chat,chat,text_cue_seen
deepseek3000-01556__p060,deepseek3000-01556,train,0.60,0.714286,5,7,2,What are your thoughts on,What are your thoughts on <MASK> <MASK>,What are your thoughts on artificial intelligence?,chat,chat,text_cue_seen
deepseek3000-01556__p080,deepseek3000-01556,train,0.80,0.857143,6,7,1,What are your thoughts on artificial,What are your thoughts on artificial <MASK>,What are your thoughts on artificial intelligence?,chat,chat,text_cue_seen
deepseek3000-01556__p100,deepseek3000-01556,train,1.00,1.000000,7,7,0,What are your thoughts on artificial intelligence?,What are your thoughts on artificial intelligence?,What are your thoughts on artificial intelligence?,chat,chat,complete_input
deepseek3000-01133__p020,deepseek3000-01133,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you calculate 15% tip on $45?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01133__p040,deepseek3000-01133,train,0.40,0.428571,3,7,4,Can you calculate,Can you calculate <MASK> <MASK> <MASK> <MASK>,Can you calculate 15% tip on $45?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01133__p060,deepseek3000-01133,train,0.60,0.714286,5,7,2,Can you calculate 15% tip,Can you calculate 15% tip <MASK> <MASK>,Can you calculate 15% tip on $45?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01133__p080,deepseek3000-01133,train,0.80,0.857143,6,7,1,Can you calculate 15% tip on,Can you calculate 15% tip on <MASK>,Can you calculate 15% tip on $45?,chat,chat,high_ratio_no_motion_cue
deepseek3000-01133__p100,deepseek3000-01133,train,1.00,1.000000,7,7,0,Can you calculate 15% tip on $45?,Can you calculate 15% tip on $45?,Can you calculate 15% tip on $45?,chat,chat,complete_input
deepseek3000-00792__p020,deepseek3000-00792,train,0.20,0.250000,2,8,6,I'm feeling,I'm feeling <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,I'm feeling anxious. Can you say something calming?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00792__p040,deepseek3000-00792,train,0.40,0.500000,4,8,4,I'm feeling anxious. Can,I'm feeling anxious. Can <MASK> <MASK> <MASK> <MASK>,I'm feeling anxious. Can you say something calming?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00792__p060,deepseek3000-00792,train,0.60,0.625000,5,8,3,I'm feeling anxious. Can you,I'm feeling anxious. Can you <MASK> <MASK> <MASK>,I'm feeling anxious. Can you say something calming?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00792__p080,deepseek3000-00792,train,0.80,0.875000,7,8,1,I'm feeling anxious. Can you say something,I'm feeling anxious. Can you say something <MASK>,I'm feeling anxious. Can you say something calming?,chat,chat,text_cue_seen
deepseek3000-00792__p100,deepseek3000-00792,train,1.00,1.000000,8,8,0,I'm feeling anxious. Can you say something calming?,I'm feeling anxious. Can you say something calming?,I'm feeling anxious. Can you say something calming?,chat,chat,complete_input
deepseek3000-00087__p020,deepseek3000-00087,train,0.20,0.250000,2,8,6,What is,What is <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What is the fastest way to the airport?,chat,chat,text_cue_seen
deepseek3000-00087__p040,deepseek3000-00087,train,0.40,0.500000,4,8,4,What is the fastest,What is the fastest <MASK> <MASK> <MASK> <MASK>,What is the fastest way to the airport?,chat,chat,text_cue_seen
deepseek3000-00087__p060,deepseek3000-00087,train,0.60,0.625000,5,8,3,What is the fastest way,What is the fastest way <MASK> <MASK> <MASK>,What is the fastest way to the airport?,chat,chat,text_cue_seen
deepseek3000-00087__p080,deepseek3000-00087,train,0.80,0.875000,7,8,1,What is the fastest way to the,What is the fastest way to the <MASK>,What is the fastest way to the airport?,chat,chat,text_cue_seen
deepseek3000-00087__p100,deepseek3000-00087,train,1.00,1.000000,8,8,0,What is the fastest way to the airport?,What is the fastest way to the airport?,What is the fastest way to the airport?,chat,chat,complete_input
deepseek3000-00404__p020,deepseek3000-00404,train,0.20,0.333333,2,6,4,Show me,Show me <MASK> <MASK> <MASK> <MASK>,Show me the gesture for 'OK'.,motion_query,motion_query,motion_cue_seen
deepseek3000-00404__p040,deepseek3000-00404,train,0.40,0.500000,3,6,3,Show me the,Show me the <MASK> <MASK> <MASK>,Show me the gesture for 'OK'.,motion_query,motion_query,motion_cue_seen
deepseek3000-00404__p060,deepseek3000-00404,train,0.60,0.666667,4,6,2,Show me the gesture,Show me the gesture <MASK> <MASK>,Show me the gesture for 'OK'.,motion_query,motion_query,motion_cue_seen
deepseek3000-00404__p080,deepseek3000-00404,train,0.80,0.833333,5,6,1,Show me the gesture for,Show me the gesture for <MASK>,Show me the gesture for 'OK'.,motion_query,motion_query,motion_cue_seen
deepseek3000-00404__p100,deepseek3000-00404,train,1.00,1.000000,6,6,0,Show me the gesture for 'OK'.,Show me the gesture for 'OK'.,Show me the gesture for 'OK'.,motion_query,motion_query,complete_input
deepseek3000-00951__p020,deepseek3000-00951,train,0.20,0.200000,1,5,4,Get,Get <MASK> <MASK> <MASK> <MASK>,Get down from the ledge.,motion_query,wait,motion_cue_not_seen
deepseek3000-00951__p040,deepseek3000-00951,train,0.40,0.400000,2,5,3,Get down,Get down <MASK> <MASK> <MASK>,Get down from the ledge.,motion_query,wait,motion_cue_not_seen
deepseek3000-00951__p060,deepseek3000-00951,train,0.60,0.600000,3,5,2,Get down from,Get down from <MASK> <MASK>,Get down from the ledge.,motion_query,wait,motion_cue_not_seen
deepseek3000-00951__p080,deepseek3000-00951,train,0.80,0.800000,4,5,1,Get down from the,Get down from the <MASK>,Get down from the ledge.,motion_query,wait,motion_cue_not_seen
deepseek3000-00951__p100,deepseek3000-00951,train,1.00,1.000000,5,5,0,Get down from the ledge.,Get down from the ledge.,Get down from the ledge.,motion_query,motion_query,complete_input
deepseek3000-00359__p020,deepseek3000-00359,train,0.20,0.200000,1,5,4,Can,Can <MASK> <MASK> <MASK> <MASK>,Can you describe your emotions?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00359__p040,deepseek3000-00359,train,0.40,0.400000,2,5,3,Can you,Can you <MASK> <MASK> <MASK>,Can you describe your emotions?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00359__p060,deepseek3000-00359,train,0.60,0.600000,3,5,2,Can you describe,Can you describe <MASK> <MASK>,Can you describe your emotions?,chat,chat,text_cue_seen
deepseek3000-00359__p080,deepseek3000-00359,train,0.80,0.800000,4,5,1,Can you describe your,Can you describe your <MASK>,Can you describe your emotions?,chat,chat,text_cue_seen
deepseek3000-00359__p100,deepseek3000-00359,train,1.00,1.000000,5,5,0,Can you describe your emotions?,Can you describe your emotions?,Can you describe your emotions?,chat,chat,complete_input
deepseek3000-01364__p020,deepseek3000-01364,train,0.20,0.333333,1,3,2,Lower,Lower <MASK> <MASK>,Lower your hand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01364__p040,deepseek3000-01364,train,0.40,0.666667,2,3,1,Lower your,Lower your <MASK>,Lower your hand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01364__p060,deepseek3000-01364,train,0.60,0.666667,2,3,1,Lower your,Lower your <MASK>,Lower your hand.,motion_query,motion_query,motion_cue_seen
deepseek3000-01364__p080,deepseek3000-01364,train,0.80,1.000000,3,3,0,Lower your hand.,Lower your hand.,Lower your hand.,motion_query,motion_query,complete_input
deepseek3000-01364__p100,deepseek3000-01364,train,1.00,1.000000,3,3,0,Lower your hand.,Lower your hand.,Lower your hand.,motion_query,motion_query,complete_input
deepseek3000-00703__p020,deepseek3000-00703,train,0.20,0.200000,1,5,4,Show,Show <MASK> <MASK> <MASK> <MASK>,Show me a thumbs up.,motion_query,wait,motion_cue_not_seen
deepseek3000-00703__p040,deepseek3000-00703,train,0.40,0.400000,2,5,3,Show me,Show me <MASK> <MASK> <MASK>,Show me a thumbs up.,motion_query,motion_query,motion_cue_seen
deepseek3000-00703__p060,deepseek3000-00703,train,0.60,0.600000,3,5,2,Show me a,Show me a <MASK> <MASK>,Show me a thumbs up.,motion_query,motion_query,motion_cue_seen
deepseek3000-00703__p080,deepseek3000-00703,train,0.80,0.800000,4,5,1,Show me a thumbs,Show me a thumbs <MASK>,Show me a thumbs up.,motion_query,motion_query,motion_cue_seen
deepseek3000-00703__p100,deepseek3000-00703,train,1.00,1.000000,5,5,0,Show me a thumbs up.,Show me a thumbs up.,Show me a thumbs up.,motion_query,motion_query,complete_input
deepseek3000-00372__p020,deepseek3000-00372,train,0.20,0.200000,2,10,8,What is,What is <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What is the best way to clean a stained shirt?,chat,chat,text_cue_seen
deepseek3000-00372__p040,deepseek3000-00372,train,0.40,0.400000,4,10,6,What is the best,What is the best <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What is the best way to clean a stained shirt?,chat,chat,text_cue_seen
deepseek3000-00372__p060,deepseek3000-00372,train,0.60,0.600000,6,10,4,What is the best way to,What is the best way to <MASK> <MASK> <MASK> <MASK>,What is the best way to clean a stained shirt?,chat,chat,text_cue_seen
deepseek3000-00372__p080,deepseek3000-00372,train,0.80,0.800000,8,10,2,What is the best way to clean a,What is the best way to clean a <MASK> <MASK>,What is the best way to clean a stained shirt?,chat,chat,text_cue_seen
deepseek3000-00372__p100,deepseek3000-00372,train,1.00,1.000000,10,10,0,What is the best way to clean a stained shirt?,What is the best way to clean a stained shirt?,What is the best way to clean a stained shirt?,chat,chat,complete_input
deepseek3000-01014__p020,deepseek3000-01014,train,0.20,0.333333,2,6,4,Can you,Can you <MASK> <MASK> <MASK> <MASK>,Can you help me with this?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01014__p040,deepseek3000-01014,train,0.40,0.500000,3,6,3,Can you help,Can you help <MASK> <MASK> <MASK>,Can you help me with this?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01014__p060,deepseek3000-01014,train,0.60,0.666667,4,6,2,Can you help me,Can you help me <MASK> <MASK>,Can you help me with this?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01014__p080,deepseek3000-01014,train,0.80,0.833333,5,6,1,Can you help me with,Can you help me with <MASK>,Can you help me with this?,chat,chat,high_ratio_no_motion_cue
deepseek3000-01014__p100,deepseek3000-01014,train,1.00,1.000000,6,6,0,Can you help me with this?,Can you help me with this?,Can you help me with this?,chat,chat,complete_input
deepseek3000-00995__p020,deepseek3000-00995,train,0.20,0.285714,2,7,5,Come here,Come here <MASK> <MASK> <MASK> <MASK> <MASK>,Come here and stand next to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-00995__p040,deepseek3000-00995,train,0.40,0.428571,3,7,4,Come here and,Come here and <MASK> <MASK> <MASK> <MASK>,Come here and stand next to me.,motion_query,motion_query,motion_cue_seen
